fold,test_year,origin_date,target_date,model,actual_log_return,predicted_log_return
6,2023,2023-02-14,2023-02-15,historical_mean,0.0895647008681,0.0017173017329
6,2023,2023-02-15,2023-02-16,historical_mean,-0.0234016308559,0.0017173017329
6,2023,2023-02-16,2023-02-17,historical_mean,0.0357800576751,0.0017173017329
6,2023,2023-02-17,2023-02-18,historical_mean,0.0011855695067,0.0017173017329
6,2023,2023-02-18,2023-02-19,historical_mean,-0.0110007846273,0.0017173017329
6,2023,2023-02-19,2023-02-20,historical_mean,0.0175272963177,0.0017173017329
6,2023,2023-02-20,2023-02-21,historical_mean,-0.0161575842594,0.0017173017329
6,2023,2023-02-21,2023-02-22,historical_mean,-0.00974597051776,0.0017173017329
6,2023,2023-02-22,2023-02-23,historical_mean,-0.0105549079844,0.0017173017329
6,2023,2023-02-23,2023-02-24,historical_mean,-0.0311885371033,0.0017173017329
6,2023,2023-02-24,2023-02-25,historical_mean,-0.000690991386326,0.0017173017329
6,2023,2023-02-25,2023-02-26,historical_mean,0.0163714722064,0.0017173017329
6,2023,2023-02-26,2023-02-27,historical_mean,-0.00161147762131,0.0017173017329
6,2023,2023-02-27,2023-02-28,historical_mean,-0.0153588968273,0.0017173017329
6,2023,2023-02-28,2023-03-01,historical_mean,0.019878484898,0.0017173017329
6,2023,2023-03-01,2023-03-02,historical_mean,-0.00597417086241,0.0017173017329
6,2023,2023-03-02,2023-03-03,historical_mean,-0.0488934687452,0.0017173017329
6,2023,2023-03-03,2023-03-04,historical_mean,-0.000707673255388,0.0017173017329
6,2023,2023-03-04,2023-03-05,historical_mean,0.00382230788879,0.0017173017329
6,2023,2023-03-05,2023-03-06,historical_mean,-0.000228120357772,0.0017173017329
6,2023,2023-03-06,2023-03-07,historical_mean,-0.0107674654561,0.0017173017329
6,2023,2023-03-07,2023-03-08,historical_mean,-0.0215736096376,0.0017173017329
6,2023,2023-03-08,2023-03-09,historical_mean,-0.0643042856948,0.0017173017329
6,2023,2023-03-09,2023-03-10,historical_mean,-0.00539084248963,0.0017173017329
6,2023,2023-03-10,2023-03-11,historical_mean,0.0168931008161,0.0017173017329
6,2023,2023-03-11,2023-03-12,historical_mean,0.0694630189527,0.0017173017329
6,2023,2023-03-12,2023-03-13,historical_mean,0.0904307050566,0.0017173017329
6,2023,2023-03-13,2023-03-14,historical_mean,0.0251258179377,0.0017173017329
6,2023,2023-03-14,2023-03-15,historical_mean,-0.0146088178089,0.0017173017329
6,2023,2023-03-15,2023-03-16,historical_mean,0.02561912201,0.0017173017329
6,2023,2023-03-16,2023-03-17,historical_mean,0.0917851715538,0.0017173017329
6,2023,2023-03-17,2023-03-18,historical_mean,-0.0170806265467,0.0017173017329
6,2023,2023-03-18,2023-03-19,historical_mean,0.0434887413837,0.0017173017329
6,2023,2023-03-19,2023-03-20,historical_mean,-0.0125268007711,0.0017173017329
6,2023,2023-03-20,2023-03-21,historical_mean,0.0120864275664,0.0017173017329
6,2023,2023-03-21,2023-03-22,historical_mean,-0.0299490140319,0.0017173017329
6,2023,2023-03-22,2023-03-23,historical_mean,0.0375548530154,0.0017173017329
6,2023,2023-03-23,2023-03-24,historical_mean,-0.0330820313881,0.0017173017329
6,2023,2023-03-24,2023-03-25,historical_mean,0.000903677703544,0.0017173017329
6,2023,2023-03-25,2023-03-26,historical_mean,0.0201826618685,0.0017173017329
6,2023,2023-03-26,2023-03-27,historical_mean,-0.0324058873209,0.0017173017329
6,2023,2023-03-27,2023-03-28,historical_mean,0.00473805063518,0.0017173017329
6,2023,2023-03-28,2023-03-29,historical_mean,0.0397129155571,0.0017173017329
6,2023,2023-03-29,2023-03-30,historical_mean,-0.0130378707677,0.0017173017329
6,2023,2023-03-30,2023-03-31,historical_mean,0.0174449349478,0.0017173017329
6,2023,2023-03-31,2023-04-01,historical_mean,-0.000705759943571,0.0017173017329
6,2023,2023-04-01,2023-04-02,historical_mean,-0.0117398464868,0.0017173017329
6,2023,2023-04-02,2023-04-03,historical_mean,-0.0111053295239,0.0017173017329
6,2023,2023-04-03,2023-04-04,historical_mean,0.00939804520174,0.0017173017329
6,2023,2023-04-04,2023-04-05,historical_mean,0.00271216141631,0.0017173017329
6,2023,2023-04-05,2023-04-06,historical_mean,-0.00502272293004,0.0017173017329
6,2023,2023-04-06,2023-04-07,historical_mean,-0.00401066727272,0.0017173017329
6,2023,2023-04-07,2023-04-08,historical_mean,0.000974832703674,0.0017173017329
6,2023,2023-04-08,2023-04-09,historical_mean,0.0139825796264,0.0017173017329
6,2023,2023-04-09,2023-04-10,historical_mean,0.0458258965033,0.0017173017329
6,2023,2023-04-10,2023-04-11,historical_mean,0.0186718997129,0.0017173017329
6,2023,2023-04-11,2023-04-12,historical_mean,-0.011106890132,0.0017173017329
6,2023,2023-04-12,2023-04-13,historical_mean,0.0151890601838,0.0017173017329
6,2023,2023-04-13,2023-04-14,historical_mean,0.00289818616625,0.0017173017329
6,2023,2023-04-14,2023-04-15,historical_mean,-0.00384569402265,0.0017173017329
6,2023,2023-04-15,2023-04-16,historical_mean,-0.000960457082181,0.0017173017329
6,2023,2023-04-16,2023-04-17,historical_mean,-0.0282183799774,0.0017173017329
6,2023,2023-04-17,2023-04-18,historical_mean,0.0299962875985,0.0017173017329
6,2023,2023-04-18,2023-04-19,historical_mean,-0.0530899614304,0.0017173017329
6,2023,2023-04-19,2023-04-20,historical_mean,-0.0191236903752,0.0017173017329
6,2023,2023-04-20,2023-04-21,historical_mean,-0.0345442458656,0.0017173017329
6,2023,2023-04-21,2023-04-22,historical_mean,0.0194320583743,0.0017173017329
6,2023,2023-04-22,2023-04-23,historical_mean,-0.00804092514258,0.0017173017329
6,2023,2023-04-23,2023-04-24,historical_mean,-0.00306525689703,0.0017173017329
6,2023,2023-04-24,2023-04-25,historical_mean,0.0280367335688,0.0017173017329
6,2023,2023-04-25,2023-04-26,historical_mean,0.00287684918031,0.0017173017329
6,2023,2023-04-26,2023-04-27,historical_mean,0.0373879814185,0.0017173017329
6,2023,2023-04-27,2023-04-28,historical_mean,-0.00390162463943,0.0017173017329
6,2023,2023-04-28,2023-04-29,historical_mean,-0.00441497194943,0.0017173017329
6,2023,2023-04-29,2023-04-30,historical_mean,0.00479904125248,0.0017173017329
6,2023,2023-04-30,2023-05-01,historical_mean,-0.0434027007304,0.0017173017329
6,2023,2023-05-01,2023-05-02,historical_mean,0.0202673039046,0.0017173017329
6,2023,2023-05-02,2023-05-03,historical_mean,0.0122789435027,0.0017173017329
6,2023,2023-05-03,2023-05-04,historical_mean,-0.00653482068591,0.0017173017329
6,2023,2023-05-04,2023-05-05,historical_mean,0.0238712268783,0.0017173017329
6,2023,2023-05-05,2023-05-06,historical_mean,-0.0223612180418,0.0017173017329
6,2023,2023-05-06,2023-05-07,historical_mean,-0.00477703497936,0.0017173017329
6,2023,2023-05-07,2023-05-08,historical_mean,-0.0366290160915,0.0017173017329
6,2023,2023-05-08,2023-05-09,historical_mean,-0.00306511848603,0.0017173017329
6,2023,2023-05-09,2023-05-10,historical_mean,0.000129386658662,0.0017173017329
6,2023,2023-05-10,2023-05-11,historical_mean,-0.0241529717184,0.0017173017329
6,2023,2023-05-11,2023-05-12,historical_mean,-0.00792147854638,0.0017173017329
6,2023,2023-05-12,2023-05-13,historical_mean,0.00253862894735,0.0017173017329
6,2023,2023-05-13,2023-05-14,historical_mean,0.00285951804878,0.0017173017329
6,2023,2023-05-14,2023-05-15,historical_mean,0.0115739309779,0.0017173017329
6,2023,2023-05-15,2023-05-16,historical_mean,-0.00758991900614,0.0017173017329
6,2023,2023-05-16,2023-05-17,historical_mean,0.0137921790257,0.0017173017329
6,2023,2023-05-17,2023-05-18,historical_mean,-0.0205672796919,0.0017173017329
6,2023,2023-05-18,2023-05-19,historical_mean,0.00172217349174,0.0017173017329
6,2023,2023-05-19,2023-05-20,historical_mean,0.00782938763303,0.0017173017329
6,2023,2023-05-20,2023-05-21,historical_mean,-0.012018436677,0.0017173017329
6,2023,2023-05-21,2023-05-22,historical_mean,0.00304420892414,0.0017173017329
6,2023,2023-05-22,2023-05-23,historical_mean,0.0136126638234,0.0017173017329
6,2023,2023-05-23,2023-05-24,historical_mean,-0.0330608252218,0.0017173017329
6,2023,2023-05-24,2023-05-25,historical_mean,0.00542933053145,0.0017173017329
6,2023,2023-05-25,2023-05-26,historical_mean,0.00885437270261,0.0017173017329
6,2023,2023-05-26,2023-05-27,historical_mean,0.00500819537011,0.0017173017329
6,2023,2023-05-27,2023-05-28,historical_mean,0.0452464483147,0.0017173017329
6,2023,2023-05-28,2023-05-29,historical_mean,-0.0119024970925,0.0017173017329
6,2023,2023-05-29,2023-05-30,historical_mean,-0.00189558792504,0.0017173017329
6,2023,2023-05-30,2023-05-31,historical_mean,-0.0180163894257,0.0017173017329
6,2023,2023-05-31,2023-06-01,historical_mean,-0.0145187501771,0.0017173017329
6,2023,2023-06-01,2023-06-02,historical_mean,0.0158972240381,0.0017173017329
6,2023,2023-06-02,2023-06-03,historical_mean,-0.00647175190714,0.0017173017329
6,2023,2023-06-03,2023-06-04,historical_mean,0.00290743208432,0.0017173017329
6,2023,2023-06-04,2023-06-05,historical_mean,-0.0518550864628,0.0017173017329
6,2023,2023-06-05,2023-06-06,historical_mean,0.0538971648405,0.0017173017329
6,2023,2023-06-06,2023-06-07,historical_mean,-0.0326504002602,0.0017173017329
6,2023,2023-06-07,2023-06-08,historical_mean,0.00689031053364,0.0017173017329
6,2023,2023-06-08,2023-06-09,historical_mean,-0.00192541066293,0.0017173017329
6,2023,2023-06-09,2023-06-10,historical_mean,-0.0232159694136,0.0017173017329
6,2023,2023-06-10,2023-06-11,historical_mean,0.00168492470283,0.0017173017329
6,2023,2023-06-11,2023-06-12,historical_mean,-2.94194301453e-06,0.0017173017329
6,2023,2023-06-12,2023-06-13,historical_mean,-0.000999928871135,0.0017173017329
6,2023,2023-06-13,2023-06-14,historical_mean,-0.0307320568522,0.0017173017329
6,2023,2023-06-14,2023-06-15,historical_mean,0.0182234713853,0.0017173017329
6,2023,2023-06-15,2023-06-16,historical_mean,0.0297829844985,0.0017173017329
6,2023,2023-06-16,2023-06-17,historical_mean,0.00690126058231,0.0017173017329
6,2023,2023-06-17,2023-06-18,historical_mean,-0.00606070783216,0.0017173017329
6,2023,2023-06-18,2023-06-19,historical_mean,0.0159643739128,0.0017173017329
6,2023,2023-06-19,2023-06-20,historical_mean,0.0554702978611,0.0017173017329
6,2023,2023-06-20,2023-06-21,historical_mean,0.0614557484273,0.0017173017329
6,2023,2023-06-21,2023-06-22,historical_mean,-0.00489589997771,0.0017173017329
6,2023,2023-06-22,2023-06-23,historical_mean,0.0226394447645,0.0017173017329
6,2023,2023-06-23,2023-06-24,historical_mean,-0.00292013010552,0.0017173017329
6,2023,2023-06-24,2023-06-25,historical_mean,-0.00267390044825,0.0017173017329
6,2023,2023-06-25,2023-06-26,historical_mean,-0.00696783639625,0.0017173017329
6,2023,2023-06-26,2023-06-27,historical_mean,0.0134988975678,0.0017173017329
6,2023,2023-06-27,2023-06-28,historical_mean,-0.0185301550337,0.0017173017329
6,2023,2023-06-28,2023-06-29,historical_mean,0.0117808898519,0.0017173017329
6,2023,2023-06-29,2023-06-30,historical_mean,0.000778084028159,0.0017173017329
6,2023,2023-06-30,2023-07-01,historical_mean,0.00318296544497,0.0017173017329
6,2023,2023-07-01,2023-07-02,historical_mean,0.000409556941909,0.0017173017329
6,2023,2023-07-02,2023-07-03,historical_mean,0.0175330867384,0.0017173017329
6,2023,2023-07-03,2023-07-04,historical_mean,-0.0108310897049,0.0017173017329
6,2023,2023-07-04,2023-07-05,historical_mean,-0.00985770856645,0.0017173017329
6,2023,2023-07-05,2023-07-06,historical_mean,-0.0171337951588,0.0017173017329
6,2023,2023-07-06,2023-07-07,historical_mean,0.0116119831484,0.0017173017329
6,2023,2023-07-07,2023-07-08,historical_mean,-0.00218714443488,0.0017173017329
6,2023,2023-07-08,2023-07-09,historical_mean,-0.00332298259972,0.0017173017329
6,2023,2023-07-09,2023-07-10,historical_mean,0.00764345330112,0.0017173017329
6,2023,2023-07-10,2023-07-11,historical_mean,0.0072640291509,0.0017173017329
6,2023,2023-07-11,2023-07-12,historical_mean,-0.00756171773982,0.0017173017329
6,2023,2023-07-12,2023-07-13,historical_mean,0.0339444055716,0.0017173017329
6,2023,2023-07-13,2023-07-14,historical_mean,-0.0364136442722,0.0017173017329
6,2023,2023-07-14,2023-07-15,historical_mean,-0.000652835486365,0.0017173017329
6,2023,2023-07-15,2023-07-16,historical_mean,-0.00135834772872,0.0017173017329
6,2023,2023-07-16,2023-07-17,historical_mean,-0.00351119794518,0.0017173017329
6,2023,2023-07-17,2023-07-18,historical_mean,-0.0102702292079,0.0017173017329
6,2023,2023-07-18,2023-07-19,historical_mean,0.00258690149133,0.0017173017329
6,2023,2023-07-19,2023-07-20,historical_mean,-0.00359763775251,0.0017173017329
6,2023,2023-07-20,2023-07-21,historical_mean,0.00382039303418,0.0017173017329
6,2023,2023-07-21,2023-07-22,historical_mean,-0.00649450121789,0.0017173017329
6,2023,2023-07-22,2023-07-23,historical_mean,0.0113915971591,0.0017173017329
6,2023,2023-07-23,2023-07-24,historical_mean,-0.0299866762447,0.0017173017329
6,2023,2023-07-24,2023-07-25,historical_mean,0.00146902191184,0.0017173017329
6,2023,2023-07-25,2023-07-26,historical_mean,0.00479106705333,0.0017173017329
6,2023,2023-07-26,2023-07-27,historical_mean,-0.00546095241249,0.0017173017329
6,2023,2023-07-27,2023-07-28,historical_mean,0.00391765627689,0.0017173017329
6,2023,2023-07-28,2023-07-29,historical_mean,0.00150189497202,0.0017173017329
6,2023,2023-07-29,2023-07-30,historical_mean,-0.00332767620406,0.0017173017329
6,2023,2023-07-30,2023-07-31,historical_mean,-0.00147108749914,0.0017173017329
6,2023,2023-07-31,2023-08-01,historical_mean,0.00952902890498,0.0017173017329
6,2023,2023-08-01,2023-08-02,historical_mean,-0.0121563204248,0.0017173017329
6,2023,2023-08-02,2023-08-03,historical_mean,0.00168655155571,0.0017173017329
6,2023,2023-08-03,2023-08-04,historical_mean,-0.00463837913725,0.0017173017329
6,2023,2023-08-04,2023-08-05,historical_mean,-0.000143091421162,0.0017173017329
6,2023,2023-08-05,2023-08-06,historical_mean,-0.000173916380902,0.0017173017329
6,2023,2023-08-06,2023-08-07,historical_mean,0.00399624172064,0.0017173017329
6,2023,2023-08-07,2023-08-08,historical_mean,0.0208732521815,0.0017173017329
6,2023,2023-08-08,2023-08-09,historical_mean,-0.00662263253034,0.0017173017329
6,2023,2023-08-09,2023-08-10,historical_mean,-0.00517799120952,0.0017173017329
6,2023,2023-08-10,2023-08-11,historical_mean,-0.00103264332405,0.0017173017329
6,2023,2023-08-11,2023-08-12,historical_mean,0.000542345396566,0.0017173017329
6,2023,2023-08-12,2023-08-13,historical_mean,-0.0044160958609,0.0017173017329
6,2023,2023-08-13,2023-08-14,historical_mean,0.00418618601744,0.0017173017329
6,2023,2023-08-14,2023-08-15,historical_mean,-0.00824137933639,0.0017173017329
6,2023,2023-08-15,2023-08-16,historical_mean,-0.0142713515088,0.0017173017329
6,2023,2023-08-16,2023-08-17,historical_mean,-0.075601635195,0.0017173017329
6,2023,2023-08-17,2023-08-18,historical_mean,-0.023652767755,0.0017173017329
6,2023,2023-08-18,2023-08-19,historical_mean,0.0021720513781,0.0017173017329
6,2023,2023-08-19,2023-08-20,historical_mean,0.00315629264387,0.0017173017329
6,2023,2023-08-20,2023-08-21,historical_mean,-0.00181882490013,0.0017173017329
6,2023,2023-08-21,2023-08-22,historical_mean,-0.00578407557887,0.0017173017329
6,2023,2023-08-22,2023-08-23,historical_mean,0.0180809904242,0.0017173017329
6,2023,2023-08-23,2023-08-24,historical_mean,-0.0123776977275,0.0017173017329
6,2023,2023-08-24,2023-08-25,historical_mean,-0.00329373140365,0.0017173017329
6,2023,2023-08-25,2023-08-26,historical_mean,-0.00133368467903,0.0017173017329
6,2023,2023-08-26,2023-08-27,historical_mean,0.00307864619037,0.0017173017329
6,2023,2023-08-27,2023-08-28,historical_mean,0.000648225007675,0.0017173017329
6,2023,2023-08-28,2023-08-29,historical_mean,0.0583682532236,0.0017173017329
6,2023,2023-08-29,2023-08-30,historical_mean,-0.0135791087214,0.0017173017329
6,2023,2023-08-30,2023-08-31,historical_mean,-0.0504908608,0.0017173017329
6,2023,2023-08-31,2023-09-01,historical_mean,-0.00587656071328,0.0017173017329
6,2023,2023-09-01,2023-09-02,historical_mean,0.00253556136351,0.0017173017329
6,2023,2023-09-02,2023-09-03,historical_mean,0.00363689141912,0.0017173017329
6,2023,2023-09-03,2023-09-04,historical_mean,-0.00629891388633,0.0017173017329
6,2023,2023-09-04,2023-09-05,historical_mean,-0.000665484274805,0.0017173017329
6,2023,2023-09-05,2023-09-06,historical_mean,-0.00106998363703,0.0017173017329
6,2023,2023-09-06,2023-09-07,historical_mean,0.0175434435939,0.0017173017329
6,2023,2023-09-07,2023-09-08,historical_mean,-0.0117397327872,0.0017173017329
6,2023,2023-09-08,2023-09-09,historical_mean,-0.00038910222986,0.0017173017329
6,2023,2023-09-09,2023-09-10,historical_mean,-0.00244193421258,0.0017173017329
6,2023,2023-09-10,2023-09-11,historical_mean,-0.0273304501788,0.0017173017329
6,2023,2023-09-11,2023-09-12,historical_mean,0.0284229784104,0.0017173017329
6,2023,2023-09-12,2023-09-13,historical_mean,0.0140984917049,0.0017173017329
6,2023,2023-09-13,2023-09-14,historical_mean,0.0124735212046,0.0017173017329
6,2023,2023-09-14,2023-09-15,historical_mean,0.00437956906239,0.0017173017329
6,2023,2023-09-15,2023-09-16,historical_mean,-0.0043954164239,0.0017173017329
6,2023,2023-09-16,2023-09-17,historical_mean,-0.00200550091306,0.0017173017329
6,2023,2023-09-17,2023-09-18,historical_mean,0.00984480410542,0.0017173017329
6,2023,2023-09-18,2023-09-19,historical_mean,0.0166888359623,0.0017173017329
6,2023,2023-09-19,2023-09-20,historical_mean,-0.00300456834738,0.0017173017329
6,2023,2023-09-20,2023-09-21,historical_mean,-0.0209227795083,0.0017173017329
6,2023,2023-09-21,2023-09-22,historical_mean,0.000359429044712,0.0017173017329
6,2023,2023-09-22,2023-09-23,historical_mean,-0.000202089384196,0.0017173017329
6,2023,2023-09-23,2023-09-24,historical_mean,-0.0109392735016,0.0017173017329
6,2023,2023-09-24,2023-09-25,historical_mean,8.24891381264e-05,0.0017173017329
6,2023,2023-09-25,2023-09-26,historical_mean,-0.00359244288243,0.0017173017329
6,2023,2023-09-26,2023-09-27,historical_mean,0.00538904929932,0.0017173017329
6,2023,2023-09-27,2023-09-28,historical_mean,0.0261341188798,0.0017173017329
6,2023,2023-09-28,2023-09-29,historical_mean,-0.00452961009227,0.0017173017329
6,2023,2023-09-29,2023-09-30,historical_mean,0.00246588136509,0.0017173017329
6,2023,2023-09-30,2023-10-01,historical_mean,0.0354120493506,0.0017173017329
6,2023,2023-10-01,2023-10-02,historical_mean,-0.013843287001,0.0017173017329
6,2023,2023-10-02,2023-10-03,historical_mean,-0.00460857041236,0.0017173017329
6,2023,2023-10-03,2023-10-04,historical_mean,0.0129665943963,0.0017173017329
6,2023,2023-10-04,2023-10-05,historical_mean,-0.0134330860855,0.0017173017329
6,2023,2023-10-05,2023-10-06,historical_mean,0.0186255713368,0.0017173017329
6,2023,2023-10-06,2023-10-07,historical_mean,0.00110125563337,0.0017173017329
6,2023,2023-10-07,2023-10-08,historical_mean,-0.00130302488831,0.0017173017329
6,2023,2023-10-08,2023-10-09,historical_mean,-0.0124256528198,0.0017173017329
6,2023,2023-10-09,2023-10-10,historical_mean,-0.00623692311418,0.0017173017329
6,2023,2023-10-10,2023-10-11,historical_mean,-0.0218127266144,0.0017173017329
6,2023,2023-10-11,2023-10-12,historical_mean,-0.00324184569949,0.0017173017329
6,2023,2023-10-12,2023-10-13,historical_mean,0.00377376427288,0.0017173017329
6,2023,2023-10-13,2023-10-14,historical_mean,0.000727778545508,0.0017173017329
6,2023,2023-10-14,2023-10-15,historical_mean,0.00993918394304,0.0017173017329
6,2023,2023-10-15,2023-10-16,historical_mean,0.0494910016266,0.0017173017329
6,2023,2023-10-16,2023-10-17,historical_mean,-0.00258477570732,0.0017173017329
6,2023,2023-10-17,2023-10-18,historical_mean,-0.00370429463874,0.0017173017329
6,2023,2023-10-18,2023-10-19,historical_mean,0.0127077465117,0.0017173017329
6,2023,2023-10-19,2023-10-20,historical_mean,0.0347537796402,0.0017173017329
6,2023,2023-10-20,2023-10-21,historical_mean,0.00729736737679,0.0017173017329
6,2023,2023-10-21,2023-10-22,historical_mean,0.00205696294862,0.0017173017329
6,2023,2023-10-22,2023-10-23,historical_mean,0.094448559913,0.0017173017329
6,2023,2023-10-23,2023-10-24,historical_mean,0.0277353264716,0.0017173017329
6,2023,2023-10-24,2023-10-25,historical_mean,0.017777437153,0.0017173017329
6,2023,2023-10-25,2023-10-26,historical_mean,-0.00894620769907,0.0017173017329
6,2023,2023-10-26,2023-10-27,historical_mean,-0.00835963396246,0.0017173017329
6,2023,2023-10-27,2023-10-28,historical_mean,0.00572599652374,0.0017173017329
6,2023,2023-10-28,2023-10-29,historical_mean,0.0140610245717,0.0017173017329
6,2023,2023-10-29,2023-10-30,historical_mean,-0.00229429199109,0.0017173017329
6,2023,2023-10-30,2023-10-31,historical_mean,0.00408848601506,0.0017173017329
6,2023,2023-10-31,2023-11-01,historical_mean,0.0227088701989,0.0017173017329
6,2023,2023-11-01,2023-11-02,historical_mean,-0.0156175519462,0.0017173017329
6,2023,2023-11-02,2023-11-03,historical_mean,-0.00502063409291,0.0017173017329
